id,city,site_name,site,state,query_name,to_date,to_time,from_date,from_time,pm25,pm10,SO2,CO,Ozone
1,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160101,02-Jan-2016,00:00,01-Jan-2016,00:00,360.81,750.91,33.15,3.13,14.74
2,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160103,04-Jan-2016,00:00,03-Jan-2016,00:00,341.32,651.71,22.83,2.57,15.67
3,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160105,06-Jan-2016,00:00,05-Jan-2016,00:00,433.35,847.84,38.65,3.58,32.07
4,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160107,08-Jan-2016,00:00,07-Jan-2016,00:00,468.02,743.11,34.02,3.39,27.8
5,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160109,10-Jan-2016,00:00,09-Jan-2016,00:00,169.49,480.58,16.1,2.2,14.09
6,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160111,12-Jan-2016,00:00,11-Jan-2016,00:00,413.43,681.95,22.66,3.13,46.76
7,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160113,14-Jan-2016,00:00,13-Jan-2016,00:00,313.12,510.53,16.84,1.67,14.99
8,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160115,16-Jan-2016,00:00,15-Jan-2016,00:00,182.75,345.29,13.33,1.22,10.86
9,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160117,18-Jan-2016,00:00,17-Jan-2016,00:00,200.17,387.12,20.76,1.3,15.08
10,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160119,20-Jan-2016,00:00,19-Jan-2016,00:00,322.07,566.42,13.02,1.38,9.67
11,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160121,22-Jan-2016,00:00,21-Jan-2016,00:00,234.43,422.13,13.32,1.06,11.65
12,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160123,24-Jan-2016,00:00,23-Jan-2016,00:00,361.85,551.53,16.98,1.51,15.65
13,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160125,26-Jan-2016,00:00,25-Jan-2016,00:00,276.25,509.35,14.91,1.17,10.79
14,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160127,28-Jan-2016,00:00,27-Jan-2016,00:00,332.5,533.48,18.54,1.7,15.12
15,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160129,30-Jan-2016,00:00,29-Jan-2016,00:00,392.75,765.35,16.4,2.23,10.6
16,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160131,01-Feb-2016,00:00,31-Jan-2016,00:00,,,,,
17,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160202,03-Feb-2016,00:00,02-Feb-2016,00:00,,,,,
18,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160204,05-Feb-2016,00:00,04-Feb-2016,00:00,144.67,372.2,22.09,1.79,31.0
19,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160206,07-Feb-2016,00:00,06-Feb-2016,00:00,416.39,483.96,33.53,2.84,23.8
20,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160208,09-Feb-2016,00:00,08-Feb-2016,00:00,117.7,214.62,22.73,1.39,17.7
21,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160210,11-Feb-2016,00:00,10-Feb-2016,00:00,260.17,315.18,22.49,2.61,15.31
22,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160212,13-Feb-2016,00:00,12-Feb-2016,00:00,193.58,334.17,63.04,1.91,23.33
23,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160214,15-Feb-2016,00:00,14-Feb-2016,00:00,89.88,218.94,24.18,1.59,20.89
24,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160216,17-Feb-2016,00:00,16-Feb-2016,00:00,139.89,179.63,26.01,1.79,17.05
25,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160218,19-Feb-2016,00:00,18-Feb-2016,00:00,160.49,200.73,24.68,1.49,9.25
26,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160220,21-Feb-2016,00:00,20-Feb-2016,00:00,192.44,277.04,22.26,1.96,13.38
27,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160222,23-Feb-2016,00:00,22-Feb-2016,00:00,96.64,121.13,19.75,1.34,47.84
28,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160224,25-Feb-2016,00:00,24-Feb-2016,00:00,79.0,351.67,12.16,1.1,5.08
29,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160226,27-Feb-2016,00:00,26-Feb-2016,00:00,,,,,
30,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160228,29-Feb-2016,00:00,28-Feb-2016,00:00,,,,,
31,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160301,02-Mar-2016,00:00,01-Mar-2016,00:00,354.19,409.0,52.55,3.28,23.66
32,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160303,04-Mar-2016,00:00,03-Mar-2016,00:00,212.29,293.66,44.54,1.84,23.43
33,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160305,06-Mar-2016,00:00,05-Mar-2016,00:00,,,,,
34,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160307,08-Mar-2016,00:00,07-Mar-2016,00:00,120.99,191.1,18.33,1.48,17.21
35,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160309,10-Mar-2016,00:00,09-Mar-2016,00:00,87.8,291.04,17.88,0.77,37.66
36,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160311,12-Mar-2016,00:00,11-Mar-2016,00:00,,,,,
37,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160313,14-Mar-2016,00:00,13-Mar-2016,00:00,,,,,
38,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160315,16-Mar-2016,00:00,15-Mar-2016,00:00,,,,,
39,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160317,18-Mar-2016,00:00,17-Mar-2016,00:00,92.01,193.1,26.86,1.09,43.5
40,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160319,20-Mar-2016,00:00,19-Mar-2016,00:00,,,,,
41,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160321,22-Mar-2016,00:00,21-Mar-2016,00:00,66.11,209.79,24.64,1.66,29.68
42,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160323,24-Mar-2016,00:00,23-Mar-2016,00:00,58.74,260.3,20.8,1.44,43.81
43,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160325,26-Mar-2016,00:00,25-Mar-2016,00:00,86.09,282.93,44.04,1.98,26.02
44,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160327,28-Mar-2016,00:00,27-Mar-2016,00:00,,,,,
45,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160329,30-Mar-2016,00:00,29-Mar-2016,00:00,116.0,236.84,20.35,1.9,17.02
46,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160331,01-Apr-2016,00:00,31-Mar-2016,00:00,,,,,
47,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160402,03-Apr-2016,00:00,02-Apr-2016,00:00,,,,,
48,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160404,05-Apr-2016,00:00,04-Apr-2016,00:00,185.15,504.46,20.54,,19.14
49,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160406,07-Apr-2016,00:00,06-Apr-2016,00:00,73.53,227.25,,,37.23
50,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160408,09-Apr-2016,00:00,08-Apr-2016,00:00,107.12,225.77,80.25,1.97,23.36
51,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160410,11-Apr-2016,00:00,10-Apr-2016,00:00,179.78,172.33,39.87,2.9,22.85
52,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160412,13-Apr-2016,00:00,12-Apr-2016,00:00,55.28,299.65,18.04,1.05,23.76
53,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160414,15-Apr-2016,00:00,14-Apr-2016,00:00,116.47,304.19,25.27,1.98,24.42
54,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160416,17-Apr-2016,00:00,16-Apr-2016,00:00,,,,,
55,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160418,19-Apr-2016,00:00,18-Apr-2016,00:00,121.37,342.39,23.45,1.22,10.86
56,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160420,21-Apr-2016,00:00,20-Apr-2016,00:00,131.44,432.05,34.1,1.0,17.77
57,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160422,23-Apr-2016,00:00,22-Apr-2016,00:00,,,,,
58,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160424,25-Apr-2016,00:00,24-Apr-2016,00:00,39.13,292.67,10.52,0.53,120.77
59,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160426,27-Apr-2016,00:00,26-Apr-2016,00:00,212.23,526.9,50.65,1.6,54.93
60,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160428,29-Apr-2016,00:00,28-Apr-2016,00:00,263.81,580.17,45.84,2.2,46.48
61,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160430,01-May-2016,00:00,30-Apr-2016,00:00,,,,,
62,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160502,03-May-2016,00:00,02-May-2016,00:00,,,,,
63,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160504,05-May-2016,00:00,04-May-2016,00:00,96.97,428.26,23.51,2.15,13.68
64,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160506,07-May-2016,00:00,06-May-2016,00:00,64.67,302.13,19.07,1.73,16.54
65,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160508,09-May-2016,00:00,08-May-2016,00:00,95.79,356.1,16.52,0.65,22.84
66,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160510,11-May-2016,00:00,10-May-2016,00:00,76.78,330.21,8.57,1.12,21.31
67,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160512,13-May-2016,00:00,12-May-2016,00:00,115.28,491.02,7.04,1.64,27.71
68,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160514,15-May-2016,00:00,14-May-2016,00:00,140.07,498.35,12.4,2.07,39.6
69,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160516,17-May-2016,00:00,16-May-2016,00:00,120.1,522.51,19.89,0.88,23.56
70,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160518,19-May-2016,00:00,18-May-2016,00:00,120.38,521.83,18.84,2.22,60.39
71,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160520,21-May-2016,00:00,20-May-2016,00:00,68.28,299.42,5.26,0.83,23.23
72,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160522,23-May-2016,00:00,22-May-2016,00:00,,,,,
73,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160524,25-May-2016,00:00,24-May-2016,00:00,,,,,
74,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160526,27-May-2016,00:00,26-May-2016,00:00,,,,,
75,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160528,29-May-2016,00:00,28-May-2016,00:00,,,,,
76,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160530,31-May-2016,00:00,30-May-2016,00:00,98.41,284.26,7.18,1.16,34.63
77,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160601,02-Jun-2016,00:00,01-Jun-2016,00:00,121.56,601.38,9.69,1.22,42.02
78,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160603,04-Jun-2016,00:00,03-Jun-2016,00:00,246.9,570.93,15.03,1.86,74.84
79,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160605,06-Jun-2016,00:00,05-Jun-2016,00:00,100.78,276.32,6.72,0.69,27.1
80,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160607,08-Jun-2016,00:00,07-Jun-2016,00:00,97.51,284.59,10.45,1.11,28.73
81,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160609,10-Jun-2016,00:00,09-Jun-2016,00:00,77.07,297.76,9.89,1.05,26.56
82,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160611,12-Jun-2016,00:00,11-Jun-2016,00:00,98.74,512.21,13.91,1.33,27.27
83,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160613,14-Jun-2016,00:00,13-Jun-2016,00:00,115.32,588.28,10.05,0.9,18.03
84,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160615,16-Jun-2016,00:00,15-Jun-2016,00:00,110.91,513.0,11.05,0.72,15.42
85,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160617,18-Jun-2016,00:00,17-Jun-2016,00:00,62.18,202.82,17.34,0.96,29.08
86,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160619,20-Jun-2016,00:00,19-Jun-2016,00:00,58.83,162.6,13.4,0.88,6.8
87,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160621,22-Jun-2016,00:00,21-Jun-2016,00:00,44.48,94.65,18.58,0.84,9.53
88,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160623,24-Jun-2016,00:00,23-Jun-2016,00:00,72.27,210.1,9.95,1.27,19.71
89,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160625,26-Jun-2016,00:00,25-Jun-2016,00:00,81.73,227.13,8.71,0.98,14.72
90,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160627,28-Jun-2016,00:00,27-Jun-2016,00:00,64.22,166.18,8.76,1.12,14.57
91,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160629,30-Jun-2016,00:00,29-Jun-2016,00:00,37.35,95.01,12.57,1.29,16.26
92,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160701,02-Jul-2016,00:00,01-Jul-2016,00:00,56.7,214.34,8.8,1.46,12.2
93,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160703,04-Jul-2016,00:00,03-Jul-2016,00:00,67.03,143.27,12.03,1.21,32.9
94,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160705,06-Jul-2016,00:00,05-Jul-2016,00:00,89.24,371.31,12.92,1.74,22.93
95,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160707,08-Jul-2016,00:00,07-Jul-2016,00:00,34.55,119.86,21.69,1.21,14.21
96,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160709,10-Jul-2016,00:00,09-Jul-2016,00:00,41.35,143.87,9.0,1.33,13.87
97,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160711,12-Jul-2016,00:00,11-Jul-2016,00:00,45.44,99.29,9.03,1.25,10.81
98,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160713,14-Jul-2016,00:00,13-Jul-2016,00:00,86.38,139.86,8.63,2.25,28.44
99,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160715,16-Jul-2016,00:00,15-Jul-2016,00:00,38.35,381.35,8.73,2.28,13.84
100,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160717,18-Jul-2016,00:00,17-Jul-2016,00:00,42.56,60.98,9.59,2.0,13.11
101,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160719,20-Jul-2016,00:00,19-Jul-2016,00:00,61.15,435.07,8.84,1.46,21.57
102,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160721,22-Jul-2016,00:00,21-Jul-2016,00:00,90.74,635.33,9.35,1.34,22.92
103,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160723,24-Jul-2016,00:00,23-Jul-2016,00:00,40.1,105.41,8.99,1.4,17.9
104,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160725,26-Jul-2016,00:00,25-Jul-2016,00:00,97.6,287.49,7.29,1.64,28.43
105,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160727,28-Jul-2016,00:00,27-Jul-2016,00:00,42.78,66.23,14.44,1.45,26.24
106,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160729,30-Jul-2016,00:00,29-Jul-2016,00:00,59.89,90.2,8.75,2.04,39.19
107,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160731,01-Aug-2016,00:00,31-Jul-2016,00:00,45.94,79.99,13.0,1.42,42.66
108,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160802,03-Aug-2016,00:00,02-Aug-2016,00:00,48.73,73.19,11.96,1.68,
109,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160804,05-Aug-2016,00:00,04-Aug-2016,00:00,43.29,129.53,9.15,0.46,
110,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160806,07-Aug-2016,00:00,06-Aug-2016,00:00,44.64,117.02,9.42,1.81,
111,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160808,09-Aug-2016,00:00,08-Aug-2016,00:00,46.54,153.3,11.09,1.68,
112,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160810,11-Aug-2016,00:00,10-Aug-2016,00:00,35.27,64.46,9.95,1.41,
113,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160812,13-Aug-2016,00:00,12-Aug-2016,00:00,50.79,105.98,9.05,2.25,
114,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160814,15-Aug-2016,00:00,14-Aug-2016,00:00,54.73,139.16,16.99,1.11,
115,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160816,17-Aug-2016,00:00,16-Aug-2016,00:00,49.7,605.5,12.95,2.18,
116,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160818,19-Aug-2016,00:00,18-Aug-2016,00:00,54.33,263.22,8.1,2.04,51.05
117,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160820,21-Aug-2016,00:00,20-Aug-2016,00:00,35.65,142.24,9.04,1.61,23.72
118,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160822,23-Aug-2016,00:00,22-Aug-2016,00:00,25.3,156.44,7.56,1.59,24.73
119,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160824,25-Aug-2016,00:00,24-Aug-2016,00:00,27.49,177.06,6.8,1.05,26.98
120,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160826,27-Aug-2016,00:00,26-Aug-2016,00:00,57.78,151.86,4.76,0.84,26.71
121,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160828,29-Aug-2016,00:00,28-Aug-2016,00:00,48.58,270.81,,0.45,17.66
122,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160830,31-Aug-2016,00:00,30-Aug-2016,00:00,55.77,105.47,50.14,2.28,17.35
123,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160901,02-Sep-2016,00:00,01-Sep-2016,00:00,40.62,72.36,18.99,2.31,18.71
124,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160903,04-Sep-2016,00:00,03-Sep-2016,00:00,58.74,491.52,8.28,1.81,33.58
125,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160905,06-Sep-2016,00:00,05-Sep-2016,00:00,57.52,547.23,9.81,2.08,32.09
126,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160907,08-Sep-2016,00:00,07-Sep-2016,00:00,67.49,523.38,8.78,1.84,32.68
127,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160909,10-Sep-2016,00:00,09-Sep-2016,00:00,80.69,520.76,9.84,0.76,33.71
128,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160911,12-Sep-2016,00:00,11-Sep-2016,00:00,61.08,353.2,8.72,0.75,31.83
129,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160913,14-Sep-2016,00:00,13-Sep-2016,00:00,70.48,364.33,7.82,1.77,40.12
130,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160915,16-Sep-2016,00:00,15-Sep-2016,00:00,90.91,370.93,7.27,1.74,40.1
131,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160917,18-Sep-2016,00:00,17-Sep-2016,00:00,101.88,413.62,10.66,1.39,32.07
132,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160919,20-Sep-2016,00:00,19-Sep-2016,00:00,79.72,275.28,7.41,1.71,60.06
133,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160921,22-Sep-2016,00:00,21-Sep-2016,00:00,102.24,319.25,5.75,1.27,23.14
134,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160923,24-Sep-2016,00:00,23-Sep-2016,00:00,69.69,226.37,20.73,2.04,32.33
135,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160925,26-Sep-2016,00:00,25-Sep-2016,00:00,61.17,240.01,11.82,1.72,27.56
136,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160927,28-Sep-2016,00:00,27-Sep-2016,00:00,64.54,190.52,11.32,1.52,20.53
137,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20160929,30-Sep-2016,00:00,29-Sep-2016,00:00,108.11,266.94,7.81,1.68,23.17
138,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20161001,02-Oct-2016,00:00,01-Oct-2016,00:00,123.49,348.24,32.38,2.19,34.39
139,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20161003,04-Oct-2016,00:00,03-Oct-2016,00:00,118.66,343.22,7.26,1.29,37.62
140,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20161005,06-Oct-2016,00:00,05-Oct-2016,00:00,113.79,255.41,12.95,2.67,50.9
141,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20161007,08-Oct-2016,00:00,07-Oct-2016,00:00,132.29,518.01,11.15,2.28,26.57
142,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20161009,10-Oct-2016,00:00,09-Oct-2016,00:00,189.26,581.51,13.66,2.15,65.67
143,Delhi,"Anand Vihar, Delhi - DPCC",site_301,Delhi,run2_delhi_delhi_site_301_20161011,12-Oct-2016,00:00,11-Oct-2016,00:00,187.45,602.4,16.67,4.09,33.59
